cache_misses,cache_references,vfs_write,vfs_read,tcp_send_bytes,tcp_recv_bytes,l1_dcache_loads,l1_dcache_load_misses,l1_icache_load_misses,llc_load_misses,llc_loads,cycles,instructions,memory
5720000,15850000,171271,993674,66373,296352874149,14732946527,562950974483365,105429707,8368382,21824144,35907636291,53879891990,172467340
3290000,22540000,2480121,2291748,2392779,60129549075,19404200901,2111063295980699,531797587,28561935,76980294,60263915248,70776303124,172467340
3200000,10710000,66222,200010,45046,206158490610,11269256798,3940649898508453,491794399,13258313,140737536941751,32850075930,39446224153,172467340
4100000,22050000,2390340,2284105,2389938,98784257661,14609976630,1125900538588438,130761408,9383564,24055576,36240328840,53632482213,172467340
2760000,11790000,694811,702351,695655,94489289379,19566031741,1548113370097600,528477483,33722081,85701486,60753207653,71009980299,172467340
6810000,24700000,1532316,1803463,1876682,283467913061,11884767180,4362861439963508,494857475,13194169,281475025266817,35456114320,41711623007,172467340
1750000,11800000,927934,903367,926923,68719484322,14827232115,703688481431485,112989242,7544874,20909961,35992676195,54763504903,172467340
5940000,16980000,278956,801491,507897,292057862235,18734444743,1548113382406949,420677202,25506783,69868224,55837945234,68898466974,172470424
4230000,20960000,2239068,2150817,2218112,111669159032,12796406972,3799911989994634,604835880,15366714,1125899962873897,38971919277,44376755427,172470424
2150000,8270000,33443,198852,31022,120259117680,13871996542,703688031710560,108173243,6202707,16487079,34437226377,51099072585,172472480
5370000,24660000,2131249,2214207,2510343,167503755757,16918358463,1548113342972264,267137364,29630872,61061347,50539913390,62511539058,172472480
1550000,10110000,553610,579222,534202,68719488134,15341230731,4503599448291290,751590292,20891422,844425004708744,48723307774,53206817836,172472480
6610000,21510000,1235512,1587470,1517905,296352814128,12820107721,844425491764160,82453912,4016669,10708588,31540788163,46493432380,172474536
2230000,17540000,1546173,1525668,1545620,60129548919,16726357832,1125900896556152,207523883,16566503,48670920,44811732300,62143142060,172474536
5400000,14020000,151872,803169,285787,300647795862,18536968782,3659175550065029,850720948,27346293,140737580101600,58902029315,64654100539,172474536
2890000,21510000,2064864,1883305,2184843,60129548778,9821978883,2814749153767584,77536142,3862309,8740364,24431365301,36152031762,172474536
3810000,11100000,78435,499692,44161,201863523115,15184877956,844425913542646,159322040,14586785,34796050,39344783033,56328975683,172474536
4250000,24470000,2461457,2378377,2433355,128849030101,19492037307,2955488227808065,708753325,34897250,92304796,63238709946,69073079857,172474536
2510000,14690000,347097,493595,322513,77309428657,10067338433,2533274532232478,261261057,7437124,985162444862638,26711622511,36089696014,172474536
5450000,23630000,1979629,1987801,2187562,210453443671,14849583113,703688472211758,122243392,9154483,24019008,36930241703,54412875052,172474536
1720000,11310000,741084,763684,716008,60129549088,19348230434,1266638372500987,579941194,35006350,86532998,61478890482,70399096086,172474536
6850000,18620000,492813,1095900,874751,339302499028,10492584938,2533275009605562,423899631,10580303,1829587387774734,31621701650,36957675054,172474536
2280000,17500000,1671904,1636250,1655311,60129548923,14109244663,985162962570966,121004852,8789162,21791646,35530844416,52281148422,172474536
4180000,11410000,97936,643365,57163,231928303107,19194261776,1548113393710682,403022360,31971644,75621414,56729613754,70148945436,172474536
3600000,24130000,2579989,2372746,2762673,81604386868,12849506330,4362862022222668,621195032,16221839,58853177,39464669866,44498805186,172474536
2640000,7830000,28844,191768,31528,137438981753,14313420286,1125900499232724,111783294,6180740,17106753,35438965733,52363636155,172474536
4950000,22760000,2404727,2608857,2369213,163208789849,17879778956,1266638409731832,346715200,24725535,63615960,51335599381,66008784355,172474536
1530000,8500000,530238,555682,510679,55834581349,13458990534,4222124762958507,675090971,20309118,67150280,43972027185,47027734020,172474536
5700000,21400000,1586338,1971968,1711714,244813195292,12006236144,1407374811654269,90585534,5119077,140737501621777,30133654142,44493248158,172474536
1970000,13470000,1060033,1074969,1023346,60129549089,16358369245,985163466128689,218364535,16046247,42134404,44810406574,60301642493,172474536
6530000,20650000,1153407,1468735,1406253,322122624683,18374698787,2955487529963264,802918305,23188120,844425018053543,56747986903,64425814872,172474536
2530000,16980000,1660433,1636231,1636936,60129549089,9807631190,1829587159159038,90496338,3825295,844424939485938,25219162845,36301730727,172474536
5520000,18000000,394218,910774,578922,270583016692,15254420932,844425991761103,157956075,11788141,31148818,39318503495,56374071006,172474536
3030000,22350000,2123039,2055555,2099927,73014452307,20389700194,2251800843647982,683349415,28699208,85209095,64790284634,72737494971,172474536
4590000,11590000,70009,499586,44726,236223257964,9203552981,4362861157172345,293300348,8256592,29217935,25566010195,33036181660,172474536
4450000,27760000,2658377,2540919,2632019,128849043015,14224882077,562951026674070,115176463,7034198,19098911,36145222019,52445792773,172474536
1850000,13370000,680642,683006,657895,94489298627,18811396986,1125900992878074,386864656,26597800,66373638,57023287739,68541216707,172474536
6240000,23740000,1375676,1558972,1662074,240518225419,12251908117,5348024226068088,632743771,16158544,140737548429662,38155548281,42332258149,172474536
3220000,16230000,1052943,1051529,1027029,90194331920,14193219319,985163027718397,92549278,5588776,15652971,35019145269,52058784341,172474536
5660000,20470000,870167,1312139,1000274,231928294242,16810604053,985163445687433,246579188,26143690,54530861,49922101205,61245391048,172474536
3030000,17340000,1423046,1420154,1347073,98784266881,15679022335,2955487950285426,801357467,26151815,1688849943080544,50457292520,54520435941,172474536
4210000,16990000,833139,1349844,792599,214748424836,12217423320,1688849795612438,87159714,3294481,9054185,31382645884,45258821714,172474536
2940000,22400000,2154454,1936780,2122441,60129549594,14653089875,844425980521044,158931266,13267388,32322803,38710921177,54701262771,172474536
5270000,17700000,611386,973911,730023,274877973627,21839278796,2955488309780520,842892396,29130936,100028733,68504826019,76718586447,172474536
3130000,23690000,2239222,1999787,2238811,81604387071,10064347480,3940649377681380,139592937,5062734,13805296,26744177733,37358635815,172474536
4230000,13470000,175089,507416,311320,236223263327,14634248315,703688504458460,149005253,9992408,24800604,37611505070,54020542546,172474536
2910000,25540000,1952476,1738131,2097466,85899355248,20103583116,1548113421587758,548762345,28230757,78819111,63247453254,72130374679,172474536
6480000,17170000,418787,1201017,483389,326417600921,7029258874,3377700056947442,422402806,9651555,40477605,20532403726,23557804180,172474536
3570000,29850000,2402556,2121484,2490385,81604386778,12485249766,703688295990892,513311515,18479695,79290698,33979486190,39824893569,172474536
6170000,22870000,1359948,1729376,1433153,261993076262,487404663,281475009703322,47387911,2019427,1125899912224055,1847379611,1651985498,172474536
4250000,23750000,1487160,1736385,1404178,158913833602,1583459694,140737748544940,238391947,15316381,20945397,5958941466,5268139249,172474536
5390000,28630000,1995190,2087072,2078144,171798726382,432736781,281475054289170,95624520,3591927,10249023,1979121606,1475000357,172474536
4760000,18830000,767173,1014790,896345,201863521316,2103216713,281475326361387,347557425,19274926,28594885,8076745449,7032233961,172474536
3770000,27370000,2116171,1883842,2263358,141733944446,3330161952,140738046433842,515568556,28620044,42964937,12306417915,11062037350,172474536
5670000,21360000,808505,1318137,1070291,261993077011,3273054497,281475525695601,508724610,30698524,43026529,12224326051,10870515723,172474536
3710000,25850000,1725582,1646784,1898629,90194330462,3238674961,281475516836390,513947920,28138414,42894373,12116095017,10855502356,172474536
6630000,26740000,1523113,1829135,1635677,279172935317,1450342391,140737739048342,237867315,13150918,22348610,5551624904,4807237303,172474536
4120000,19810000,988720,1272431,917955,146028925505,1148577816,281475173715169,201698235,7765347,18187772,4504130165,3815779013,172474536
6920000,23700000,1713372,2149198,1674372,188978610166,3039979522,281475483730311,474378674,28630976,40133867,11313671744,10117916135,172474536
3320000,17090000,1281349,1534987,1261102,124554084035,3334303596,140738037886208,523172715,31543684,43574651,12463337086,11136228802,172474536
4770000,21490000,1641249,1998241,1577892,227633316634,3285526981,422213020200562,513386274,29521168,42800180,12260621544,10915040324,172474536
3260000,18740000,1517770,1651007,1498064,133144018891,3492201866,281475541194494,513250906,32407485,44666084,12786390484,11577125912,172474536
7230000,26910000,1676014,1664351,1810622,201863517338,2663057078,140737921999081,419552903,23947596,34898479,10226356625,8983593010,172474536
2550000,16070000,1167780,1264947,1161271,98784265918,293536249,281475029705221,71746366,2746543,8184673,1458310305,988009993,172474536
5500000,21960000,868230,1009629,1192807,236223249578,2692322548,281475420095939,412480654,26479483,35821247,10354637031,8948908307,172474536
4250000,22530000,1281755,1521127,1256006,137438987424,3168017230,140738004049914,484273918,31063751,40642809,12155278529,10594755075,172474536
3970000,16450000,1187872,1429147,1148191,167503768773,3196668123,281475507010502,505331128,30985870,41392189,12062965391,10698542869,172474536
4490000,22010000,1680062,1873142,1785361,154618857408,3378384983,281475539288374,518325468,33467371,44853310,12606698351,11220980429,172474536
4490000,17850000,843576,1031853,908193,171798736609,1000357088,140737664517480,184690750,8861758,16085308,4058960129,3383932056,172474536
6020000,27010000,1802732,1811347,1940035,171798723426,2054606649,281475317163064,331085389,18268692,28389869,7765473574,6855111033,172474536
3590000,16150000,1268470,1275078,1331859,163208791668,3225751399,281475520856343,506935224,30897028,42321432,12015120514,10724061259,172474536
5110000,21730000,1307594,1536885,1446532,210453451974,3353950490,140738048871959,520255114,26855702,43335107,12342291294,11142239098,172474536
5010000,21130000,1187575,1381433,1164753,163208798825,3538148799,281475549980287,523716177,27678245,43904755,12802911415,11742713780,172474536
5300000,25310000,2048310,1707864,2346182,206158466726,1944192647,281475301603993,321164008,17880836,27242168,7436854797,6505892128,172474536
4100000,16870000,1146900,1368326,1132840,167503766741,1385475557,140737723715780,236642603,12217512,20170847,5457278054,4641052685,172474536
4240000,22530000,1645608,1672113,1903705,146028918278,3300731857,281475527148914,506866672,30312218,43126020,12269568328,10965703279,172474536
3490000,15280000,800431,763232,992429,141733953823,3263106052,281475501142943,504374657,33197928,41490534,12488151526,10942367181,172474536
4340000,18440000,1174140,1403017,1153054,184683629551,3344193196,140738043702759,513244944,32284246,43342680,12470292078,11121676611,172474536
3770000,18100000,1267839,1424919,1393218,158913827980,2605530980,281475419299690,415420888,22830638,34595692,9874551152,8680993492,172474536
3420000,17850000,1259793,1498512,1228643,133144019154,2054633150,281475326840084,329261988,18986888,28648564,7797716548,6817377521,172474536
3680000,17640000,976669,1277391,903487,146028925079,3167658475,140738007556224,497870149,30424882,40395643,12083253333,10610131719,172474536
5330000,27980000,1955967,2232301,1921358,163208799691,2949746707,281475486271967,487146035,22675589,39110203,11255493039,9815922472,172474536
4860000,20230000,1501904,1707474,1466240,219043378366,3253712638,281475523738925,506985672,26438703,41670525,12045942224,10813531218,172474536
3680000,17900000,1370481,1634552,1312179,141733955439,2991056604,140737994723714,496474693,16664324,38001528,11178610951,10032407589,172474536
4330000,20510000,1530438,1623219,1747078,180388671594,2794177272,281475448171814,437171781,15746149,35089981,10100664538,9277625152,172474536
4570000,19840000,1231512,1592354,1197795,158913831801,1621080827,281475261166794,279883821,9160512,22610887,6187119968,5367964781,172474536
4050000,24040000,1611904,1514798,1819984,180388657997,3362939862,140738038482945,511574015,13838743,40799988,12058620365,11167275551,172474536
3590000,16560000,1107806,1377834,1136848,167503764674,3390166339,281475531533618,523974704,22551764,42442765,12514727011,11300874909,172474536
4310000,22700000,1371111,1433032,1582460,163208791726,2431734302,281475391352628,395595594,15778980,31365525,9246965554,8086579528,172474536
5460000,20060000,1057410,1310894,1260915,214748423982,7263602,140737489570411,4808807,247117,743720,105457767,27135681,172474536
11700000,43920000,1748986,1641142,2024942,201863495654,7223984,281474977862422,4743830,175822,735300,92014076,26364802,172474536

